ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female
34953,ZCTA5 34953,26723,21998,8479,13519,15534,5729,4603,2235,1861,515,8852,6041,4077,1954,600,474,2549,7578,8572,3299,4725,1972,1588,384,2753,2058,695,81028,80533,82343,79278,90384,102591,48464,82469,4618,4944,6062,5538,4846,4137,5495,5182,6209,6056,7060,5563,5426,3736,3458,2059,1445,635,11006,3480,19104,6904,31407,65370,63365,60220,16759,14651,11333,4139,40.5,95.7,58.5,21.8,36.7,40339,38.4,42130,42.1
95076,ZCTA5 95076,24799,19245,8011,11234,13228,5437,4222,1947,1795,627,6416,3961,4223,2550,1069,1026,2353,5486,7131,4275,5554,2854,2362,492,2700,1787,913,86685,91629,81883,97976,112148,101173,57222,82409,5221,5481,6673,6490,5986,5018,4567,5070,5128,5175,4820,4876,5137,4423,3397,1827,1594,1526,12154,4238,21613,8238,32259,63690,60796,57244,17904,15892,12767,4947,36.8,103.9,71.6,26.6,45,41994,36.5,40415,37.1
27587,ZCTA5 27587,29199,22712,10082,12630,19022,8404,2773,1038,917,640,10257,4797,4818,2058,598,184,2389,5646,12316,2361,6487,4051,3296,755,2436,1792,644,125607,141775,166814,127341,158590,181595,91536,81902,5076,5539,6406,6047,3394,4293,4304,4793,7121,6873,6202,5883,5103,3646,3291,1816,1428,687,11945,4372,21393,5069,29952,63151,60509,57915,15971,13773,10868,3931,40.8,94.2,65,21.9,43.1,39734,40,42168,41.1
84043,ZCTA5 84043,22835,19092,11771,7321,17176,10932,1305,559,611,280,5440,2605,4317,3689,1892,1149,1105,4844,9372,3771,3743,2156,1374,782,1587,1083,504,125598,134665,144852,119283,140587,147011,53244,81839,7586,9424,8682,7365,6071,5823,6716,7329,6133,3990,3452,2719,2015,1509,1280,962,401,382,18106,4755,30447,8681,39437,54553,51392,47641,6549,5663,4534,1745,26.6,103.9,74.7,9.7,65,41700,25.9,40139,27.2
76063,ZCTA5 76063,26730,20828,11174,9654,16123,8185,3627,2476,1078,513,7251,5435,4534,2313,687,608,1818,5894,9513,3603,5902,3091,2718,373,2811,2180,631,113177,126177,129211,124375,143373,146598,63890,81758,4019,5652,8550,7256,4982,3899,4517,5166,6919,6273,6074,4870,4724,3083,2237,1859,862,816,14202,4821,23042,7417,32739,62261,58716,55465,13581,12024,8857,3537,36.8,93.7,64,17.8,46.2,39554,36.5,42204,37
77407,ZCTA5 77407,24707,21209,13141,8068,17995,11279,2501,1358,713,504,6036,4151,5428,4087,868,639,1184,5738,10882,3405,3498,2011,1870,141,1487,1320,167,101595,112647,113104,109569,119515,119469,46853,81459,6687,7047,7279,5272,4209,5244,6456,7327,7178,6982,5784,3517,2589,2515,1526,916,482,449,14326,3429,24442,6052,35686,59604,57017,54435,8477,7809,5888,1847,33.8,99.9,59.3,11.5,47.8,40701,33.8,40758,33.8
60608,ZCTA5 60608,30070,16181,6289,9892,9980,3737,4005,1876,2196,676,6777,3972,2839,1081,902,610,1434,4985,6954,2808,13889,6804,5258,1546,7085,5210,1875,70704,82461,70063,91163,108407,108601,45724,81459,3407,3571,4241,4073,7666,9305,9187,7080,5819,4296,4846,4737,4026,3903,2343,1335,739,885,7812,2414,13633,9325,43130,69434,67826,64632,13231,11533,9205,2959,34.6,126.1,39,15.7,23.3,45432,33.2,36027,36.1
77459,ZCTA5 77459,27055,22409,10322,12087,17854,8143,3302,1685,1253,494,8743,5267,5153,2333,727,186,2457,5906,11229,2817,4646,2855,2386,469,1791,1349,442,132758,142679,149583,132686,155500,171678,77749,81251,5194,6070,5442,5707,5018,3725,4568,5791,6517,5510,5536,5270,5174,4239,3833,1988,1011,658,11512,3846,20552,6879,31326,63792,60699,57942,16903,14868,11729,3657,39.1,94.6,65.9,24,42,39495,37.2,41756,40.5
92592,ZCTA5 92592,24914,20744,10003,10741,16853,8058,2649,1306,1242,639,7594,4659,4764,2313,926,488,2331,6698,8744,2971,4170,2320,1889,431,1850,1285,565,132475,141323,144245,139074,155540,158191,85972,80933,5826,6109,6586,6151,3472,3576,5438,6284,5542,5222,5139,5226,5481,3716,3058,1643,1377,1087,12695,4282,22803,5341,30463,61015,58130,55304,16362,14108,10881,4107,37.5,97.4,71.3,23,48.3,39932,37.1,41001,37.8
93033,ZCTA5 93033,16903,14819,7095,7724,9417,4706,3570,1676,1832,713,2789,2856,2706,2742,1715,2011,1227,4302,4508,4782,2084,1039,777,262,1045,765,280,85848,82599,70682,95725,92053,83157,59625,80482,5643,6804,7040,6759,5937,6472,6227,5457,5050,4979,4487,3814,3331,2863,2012,1541,884,1182,13844,4173,23660,8523,35902,59472,56822,53151,11813,10298,8482,3607,31.1,96.9,66.5,17.5,48.9,39608,32.2,40874,30.2
92704,ZCTA5 92704,20281,16329,6470,9859,10829,4617,3405,1094,2095,759,4302,3059,3637,2295,1187,1849,1575,3765,5665,5324,3952,2051,1278,773,1901,1177,724,94249,92641,85989,96723,101710,97844,70335,80408,4870,4354,5388,5873,5534,7166,6773,5617,5450,4574,4848,5561,4800,3594,2517,1447,1055,987,9742,3674,18286,7733,36413,64680,62122,59000,14400,12292,9600,3489,35.2,99.8,53.1,18.3,34.8,40161,35.2,40247,35.4
28269,ZCTA5 28269,31217,19752,9356,10396,13034,5794,5102,2691,1616,871,8391,5431,3566,1914,329,121,1605,6847,8807,2493,11465,6892,5910,982,4573,3975,598,81063,96153,85461,101801,119974,120949,65379,80396,4760,4732,5860,6120,6044,5718,6128,5643,6311,6180,5421,5389,4262,2878,2257,1239,792,662,10592,4156,19508,8008,35964,63543,60888,57694,12090,10162,7828,2693,35.8,85.4,51.5,14.8,36.8,37028,34.5,43368,36.8
91710,ZCTA5 91710,22987,18344,7464,10880,13538,5826,3148,978,1658,660,5625,4602,4097,2142,1239,639,1669,4931,7520,4224,4643,2511,2032,479,2132,1601,531,104205,114907,117243,111890,122587,126925,75649,80186,4543,4987,4652,5152,5432,5650,5683,5744,5903,5720,5258,5236,5329,4021,3082,1858,1041,895,9639,3838,18020,6746,33564,64675,62166,60126,16226,13890,10897,3794,38.5,110,56.4,21.3,35.1,42009,37.5,38177,39.6
92509,ZCTA5 92509,20138,16595,7865,8730,10896,5230,3657,1738,2042,897,3379,3621,4124,2413,1413,1645,1704,4929,5533,4429,3543,1665,1299,366,1878,1102,776,95218,96496,80844,108975,107549,93210,68963,80149,5042,4794,6808,6886,6182,6218,6817,5791,5078,4549,4905,4232,4234,2892,2339,1264,1016,1102,11602,4338,20982,8730,36972,61927,59167,54949,12847,11251,8613,3382,33,101.6,58.5,17,41.5,40399,32.8,39750,33.3
94112,ZCTA5 94112,23274,17331,6716,10615,12223,5362,3296,902,1812,452,5359,4471,3906,1821,905,869,1690,4203,7663,3775,5943,2877,1969,908,3066,1589,1477,130906,132158,149367,126373,153211,175887,102333,80133,3925,4099,4075,3424,3706,6705,5157,6299,6106,5851,5355,5923,5317,5155,3417,2170,1518,1931,8174,2431,14530,4699,31397,67125,65603,64152,19508,17550,14191,5619,41.9,101.8,55.9,27.6,28.3,40416,40.7,39717,43.6
11229,ZCTA5 11229,30924,20553,7837,12716,15407,5964,3968,1589,1178,284,8242,5268,3956,1821,823,443,3314,6970,7527,2742,10371,6129,5534,595,4242,3515,727,72556,92582,92183,92859,107481,112137,61849,79802,5123,5025,5178,3982,3302,4433,5386,5237,4316,4771,4798,5508,5788,5466,4284,2383,2702,2120,10203,2622,17948,4662,26656,63642,61854,59860,22743,20107,16955,7205,42.5,94.4,77.7,37.8,40,38753,40.6,41049,44.3
30040,ZCTA5 30040,26656,21317,11051,10266,18056,9281,2238,1098,1023,672,8134,5233,5466,1662,639,183,2018,6124,10341,2834,5339,3052,2789,263,2287,1836,451,133028,146188,169125,131293,160020,182617,64500,79580,4795,6002,5877,5227,5016,3467,4417,6378,6456,6632,5824,5093,3654,3360,2998,2165,1347,872,11879,3622,20296,6621,30961,61569,59284,56690,14396,12806,10742,4384,39.1,97.5,63.9,22.1,41.8,39293,38.5,40287,39.6
28027,ZCTA5 28027,27649,19697,9889,9808,14674,6906,4161,2502,862,481,8368,4287,4567,1415,715,345,2059,6656,8901,2081,7952,5017,4186,831,2935,2326,609,89101,106971,111332,102083,129701,147004,51829,79429,4913,5262,7542,5874,4281,5448,4809,5825,6251,5774,5244,4531,4076,3372,2410,1548,1322,947,12804,4047,21764,6108,32488,60269,57665,54932,13675,12190,9599,3817,36.5,94.2,65.2,20,45.3,38534,34.6,40895,37.9
79912,ZCTA5 79912,30487,19397,8025,11372,13063,4845,4817,2642,1517,538,8393,4132,4102,1684,857,229,2117,6817,7832,2631,11090,6158,5126,1032,4932,3761,1171,72290,89958,80417,94280,119678,131947,48694,79126,4755,5749,5314,4150,6497,8275,6530,4481,4141,4677,4793,4523,4472,3543,2128,2151,1524,1423,11063,2580,18398,8067,34074,62312,60728,57945,15241,13559,10769,5098,33.5,90.4,58.4,21.6,36.8,37577,32.5,41549,34.7
98052,ZCTA5 98052,33055,20158,10594,9564,17568,9122,1630,1077,960,395,8502,5428,4737,1061,310,120,1392,7467,9743,1556,12897,5906,4760,1146,6991,4814,2177,164848,206509,234304,186216,223197,"250,000+",81105,79074,5014,5215,4517,3499,4186,6736,9867,8151,6630,4623,4543,3605,3818,2711,2091,1397,1061,1410,9732,2352,17098,5333,39069,63397,61976,60421,12488,10873,8670,3868,35.3,110,48.3,16.3,32.1,41425,34.5,37649,36
30052,ZCTA5 30052,25938,20871,9739,11132,16502,7817,3473,1617,896,305,8015,4997,4074,2531,1022,232,1944,5709,9726,3492,5067,2515,2183,332,2552,1593,959,90567,98060,93705,103645,108090,105135,65154,79020,3851,6298,6559,6032,5107,4447,5218,5042,7017,5319,5515,5130,4036,3091,2494,1795,1064,1005,12857,3961,20669,7178,32863,61234,58351,54947,13485,12045,9449,3864,36.5,93.3,61.6,19.3,42.3,38137,35.8,40883,37.2
95747,ZCTA5 95747,28590,21938,9669,12269,18236,8014,2371,1048,1331,607,9578,4735,4468,2146,874,137,3674,6142,9511,2611,6652,4159,3837,322,2493,1819,674,133595,149608,174943,134061,170399,191885,85461,78987,5308,4911,5731,4975,3615,3740,4925,5903,5997,4694,5238,5104,4512,4259,3465,2381,1878,2351,10642,3550,19500,5040,29155,61634,59487,57458,18846,16923,14334,6610,40.3,98.9,74.9,31.7,43.2,39275,39.1,39712,42.1
78254,ZCTA5 78254,24599,19655,10723,8932,15688,8712,2626,1388,1341,623,6803,4343,4492,2441,885,691,1558,5158,10081,2858,4944,2124,1721,403,2820,1932,888,115823,121053,114690,125321,134191,127273,66762,78865,5910,7336,7723,5091,3322,6346,7312,7254,6779,5037,4111,3468,3255,2272,1513,968,588,580,15059,3588,24557,4825,36104,56553,54308,52024,9176,7765,5921,2136,32.5,107.1,63,12.2,50.8,40785,31.6,38080,33.4
76028,ZCTA5 76028,26804,20793,10124,10669,16670,7737,2977,1946,1146,441,8335,4848,4279,2131,721,479,2264,6250,9688,2591,6011,3593,3209,384,2418,1847,571,100125,108949,105201,112549,120557,122907,70540,78699,4801,6414,6807,5230,3912,4547,4771,7014,5983,4623,5047,4444,3589,3890,2924,1819,1602,1282,13221,3801,21823,5341,31457,59428,56876,54808,15106,13668,11517,4703,37.3,95.8,73.5,25.4,48.1,38510,36.3,40189,38.3
94533,ZCTA5 94533,24645,17760,7788,9972,11150,4664,4403,2264,2207,860,6160,4273,3469,2102,811,945,2486,5974,6184,3116,6885,3624,2839,785,3261,2597,664,85990,96599,86316,105134,115654,114363,60113,78537,5149,4764,5358,5273,5575,6205,6097,4845,5452,5098,4978,4747,4105,3336,3032,1714,1231,1578,10122,3453,18724,7395,33447,62309,59813,56428,14996,13224,10891,4523,36,95.6,60.5,22.3,38.3,38387,35,40150,36.9
95035,ZCTA5 95035,24801,19405,8336,11069,15517,7278,2484,658,1404,400,7018,4658,4664,1948,658,459,1669,5068,9278,3390,5396,2133,1598,535,3263,1884,1379,176723,182631,227083,155536,207907,246111,95187,78479,4231,4470,4108,4353,4331,7209,8074,7133,5488,4990,4330,4716,4689,3601,2521,1572,1209,1454,8578,2847,15656,5837,36588,64926,62823,60668,15046,13253,10357,4235,36.4,111.3,49.6,19.7,29.8,41345,35.7,37134,37.5
60625,ZCTA5 60625,31681,17240,7158,10082,12267,5091,3246,1373,1727,694,7506,3892,3652,1380,533,277,1213,5223,8430,2374,14441,7986,5907,2079,6455,4198,2257,85299,102320,99244,105294,124017,141306,52531,78467,4377,4245,3883,4813,5431,6423,8226,8866,5920,4872,5195,3942,3363,3364,1965,1381,1105,1096,8128,2655,15160,7589,39679,64999,63307,60232,12274,10940,8911,3582,36,94.5,44.3,16.4,27.9,38133,35.9,40334,36.2
91744,ZCTA5 91744,18227,16078,6044,10034,9974,4145,3981,1295,2123,604,3306,3318,3565,2715,1617,1557,1479,4020,5033,5546,2149,1037,799,238,1112,668,444,92624,94467,94051,94869,108284,109287,70196,78253,3312,4777,5971,5446,6012,6574,5694,5234,4876,5514,5378,4695,4339,3638,2414,1864,1392,1123,10748,3243,17303,8215,33836,62983,60950,57512,14770,12966,10431,4379,36.3,106.7,54.9,20.6,34.3,40401,34.2,37852,38.2
91709,ZCTA5 91709,25548,21131,8168,12963,16941,6844,2580,859,1610,465,8041,5454,4812,1707,755,362,1866,6565,9233,3467,4417,2639,1807,832,1778,1471,307,122784,133536,120000,140891,149026,136607,81250,78200,3964,4271,5016,5179,4912,5744,5062,4198,5461,5096,6357,6250,6230,3774,2949,1757,977,1003,9287,3278,16529,6813,30556,63992,61671,59112,16690,13995,10460,3737,40.7,100.9,52.7,20.4,32.3,39280,39,38920,42.1
91910,ZCTA5 91910,26383,19314,7751,11563,13024,5136,4294,1984,1996,631,7040,5203,4182,1859,542,488,2376,5996,7858,3084,7069,3321,2874,447,3748,2559,1189,87705,96770,86411,104260,122860,124672,55120,77957,4141,4451,5054,5145,4427,5802,6302,5468,5140,4661,5068,5056,5304,3867,3280,1919,1349,1523,9505,3308,16954,6264,32284,63036,61003,58487,17242,15004,11938,4791,38.4,105.3,58.9,24.3,34.6,39984,37.2,37973,40.1
95630,ZCTA5 95630,29215,21049,10403,10646,17912,8927,2003,876,1134,600,8734,5152,4701,1872,430,160,2404,5601,10423,2621,8166,5394,4495,899,2772,2020,752,139182,170278,194040,145929,183399,202785,100639,77952,4235,4942,6336,5081,3725,3821,4416,5840,6040,6893,5642,5483,4432,3494,2917,1918,1410,1327,11278,3413,18926,5393,28923,61287,59026,56621,15498,13592,11066,4655,40.4,90.4,62.5,23.1,39.5,37021,39,40931,41.3
92563,ZCTA5 92563,22989,18652,9340,9312,15379,7653,2113,1015,1160,672,5477,4418,4126,3095,951,585,1935,5951,7297,3469,4337,2392,1742,650,1945,1302,643,118519,129281,130554,128237,138568,144663,79776,77860,4738,6392,5442,6662,5184,4613,5459,5309,6238,5497,5027,3615,4372,3299,2302,1688,1030,993,11834,4197,20769,7649,33465,59862,57091,53356,13684,12183,9312,3711,35.4,93.2,63,19.5,43.5,37568,35,40292,35.9
80134,ZCTA5 80134,28030,21472,10490,10982,18173,8979,2226,983,1073,528,8914,4390,5517,1910,576,165,1883,4984,11309,3296,6558,3915,3328,587,2643,1858,785,142162,161894,172556,145799,173077,184993,97924,77814,4489,5387,6252,5048,4608,4317,5135,6175,6624,6283,5719,5022,3862,3518,2559,1666,496,654,11639,3670,19798,5986,31907,60338,58016,56058,12755,11252,8893,2816,37.9,98.2,58.4,18.1,40.3,38561,36.9,39253,38.9
66062,ZCTA5 66062,28606,20655,10602,10053,16934,8404,2689,1511,1032,687,8500,4516,4682,1955,733,269,1773,5227,10414,3241,7951,4001,3462,539,3950,2741,1209,116248,128525,129436,127917,142998,148015,66507,77794,4871,5717,5925,6214,4338,4431,5569,6225,5870,4967,5581,4477,3762,3517,2705,1660,934,1031,11642,4001,20514,6551,32647,60054,57280,54111,13609,12025,9847,3625,36.6,98,64,20.8,43.2,38503,35.6,39291,37.5
90706,ZCTA5 90706,23669,17651,7970,9681,10566,4769,4889,2359,2196,842,5392,4228,4271,2237,985,538,1585,5838,6565,3663,6018,3632,2742,890,2386,1632,754,77602,83203,76129,90314,97319,95025,63157,77396,4239,4821,5509,5347,4921,6613,5972,5648,5339,5159,4878,4858,4858,3430,2388,1759,827,830,10330,3428,17997,6840,33840,61886,59399,56520,14092,12098,9234,3416,35.9,92,54.3,18.4,35.9,37092,34.8,40304,37.1
92126,ZCTA5 92126,25230,18391,7361,11030,14294,6172,2186,685,1911,504,7350,4595,3663,1432,795,556,1716,4998,8748,2929,6839,2900,1973,927,3939,2165,1774,123232,127877,138953,122861,139981,155533,79917,77239,5142,4373,3344,3417,5103,8276,6970,6633,5116,3874,3993,5030,5054,4082,2832,1763,1274,963,7717,1927,14786,6593,35515,63781,62453,60309,15968,13629,10914,4000,36.3,107.2,49.9,21.2,28.7,39959,35.5,37280,37.3
75126,ZCTA5 75126,23433,18784,11339,7445,14253,8419,3338,2193,1193,727,5486,3845,5008,2282,1466,697,1177,5493,8922,3192,4649,2205,1621,584,2444,1934,510,104001,113536,106034,121737,130139,130320,68702,77116,6824,7063,6621,5406,4614,5009,7469,7569,5793,4713,4337,3025,3342,2491,1270,858,403,309,13684,3897,24405,6123,35860,55203,52711,50204,8673,7472,5331,1570,31.8,106.1,62.8,11.3,51.5,39699,30.3,37417,34.1
37128,ZCTA5 37128,27607,19233,9392,9841,15217,7317,2646,1524,1370,551,7815,4752,3729,1864,778,295,1680,4804,9791,2958,8374,4878,3834,1044,3496,2576,920,89069,113390,107761,116168,123191,124838,57794,77016,4303,5267,6813,6045,5971,6694,6863,5862,5069,5307,4796,4338,3030,2447,1661,1158,671,721,12080,4020,20403,7996,36504,59645,56613,53526,9688,8315,6658,2550,32.2,93.7,54.2,13.3,40.8,37249,31.7,39767,32.7
94544,ZCTA5 94544,22920,17443,7064,10379,11759,5005,4098,1506,1586,553,5151,4296,3969,2100,1106,821,1488,4699,6807,4449,5477,2687,2077,610,2790,1830,960,108358,118445,103606,128596,146460,128833,74341,76739,3943,4367,4797,4643,4498,6145,7675,5621,5323,4482,5640,5431,4749,3431,2332,1450,957,1255,9164,3056,16163,6085,33905,62819,60576,58297,14174,12104,9425,3662,37.3,99.2,50,18.4,31.6,38213,36.6,38526,38.1
76179,ZCTA5 76179,25205,20421,9970,10451,16158,7600,3106,1736,1157,634,7942,5082,4398,2003,731,265,1216,6329,10763,2113,4784,2173,1876,297,2611,1716,895,108428,117797,107183,125187,127738,126245,60308,76468,6915,6565,5826,4777,4100,4163,7322,6637,6625,4441,4625,4284,3599,2145,2281,1146,557,460,12391,3354,22660,5523,33624,55779,53808,51728,10188,8759,6589,2163,34.3,103.1,61.9,14,48,38814,34.1,37654,34.5
98012,ZCTA5 98012,27229,20216,11152,9064,17207,9659,1799,960,1210,533,7249,5282,5058,1581,691,355,1412,6048,10119,2637,7013,3457,2744,713,3556,2136,1420,141653,159722,180337,138617,175793,200039,88229,76123,5420,5342,5271,4750,3958,4825,7381,7061,6599,5400,4839,3925,3603,2852,2022,1625,452,798,10613,3320,19353,5388,34574,59162,56770,54705,11352,9728,7749,2875,35.9,99.5,55.3,15.8,39.5,37965,36.6,38158,35.1
97229,ZCTA5 97229,27532,20860,11540,9320,17509,9668,2072,1142,1279,730,8397,4497,5728,1769,423,46,2017,6568,10426,1849,6672,3567,2794,773,3105,2278,827,159863,184349,207699,156538,206198,228024,78989,75626,4831,5505,6326,5440,3182,3825,4834,6510,6424,6250,5879,4320,3483,2959,2267,1581,1013,997,11831,3999,20661,4623,30215,57574,54965,53125,12300,10988,8817,3591,37.8,102.5,63.9,19.1,44.8,38275,38.1,37351,37.6
33024,ZCTA5 33024,25063,19251,9274,9977,11928,5077,5053,2975,2270,1222,6365,5840,4512,1453,773,308,1751,6155,8313,3032,5812,3097,2690,407,2715,2103,612,76501,85423,82611,87655,98583,96758,50283,75579,4659,5665,5297,3912,4788,5485,6625,5169,4863,4573,5056,5509,3925,2796,2674,2185,1091,1307,10962,2722,18343,5978,30842,59134,57236,55239,13978,12293,10053,4583,36.2,91.2,60.2,21.3,38.9,36058,35,39521,37.2
77346,ZCTA5 77346,25754,20269,10816,9453,15844,8620,2978,1554,1447,642,7586,4917,4838,1870,687,371,1788,6030,10063,2388,5485,3444,2887,557,2041,1362,679,116658,129861,128081,133595,146294,150679,67057,75577,5719,5932,6473,5801,3725,3432,5211,6834,5709,4730,6279,4363,2652,2948,2763,1463,1044,499,12405,3790,21914,5736,30712,56480,53663,51095,11369,10083,8717,3006,36.1,92.9,68.2,19.4,48.8,36403,35.9,39174,36.2
92880,ZCTA5 92880,20092,17624,9233,8391,14950,8126,1747,855,927,252,3636,3960,5120,2986,1125,797,1091,4238,7961,4334,2468,1292,977,315,1176,890,286,151445,155101,157142,151205,164668,167412,73689,75453,5088,5341,7001,5979,3916,4212,4605,6138,6591,6372,5542,4498,2777,3100,2058,1103,628,504,12342,3583,21013,6312,31441,56871,54440,51039,10170,8959,7393,2235,36.5,104,60.4,15.7,44.7,38466,35.9,36987,37.5
11375,ZCTA5 11375,33217,19263,6793,12470,15221,5591,2745,921,1297,281,10407,4303,2945,990,352,266,2816,5151,9922,1374,13954,8262,7391,871,5692,4473,1219,104319,135095,167088,123692,158518,196677,90536,75320,3975,3968,4322,2968,2033,4589,6007,5116,5179,5377,5960,5164,5573,4215,3839,2620,2194,2221,8290,1941,14206,3060,25892,62426,61114,59825,20662,18209,15089,7035,44.5,91.7,63.7,32.8,30.9,36029,43.1,39291,46.2
33411,ZCTA5 33411,28173,19656,8027,11629,14045,5177,3396,1574,2215,1276,8868,4720,3793,1767,317,191,2543,6223,8165,2725,8517,5215,4554,661,3302,2392,910,89329,104150,102334,105388,118969,125068,56935,75299,3442,4145,4022,5895,3565,3715,5203,5207,4380,4266,4594,5775,5216,5472,3380,2716,2354,1952,8167,3999,15608,5461,27965,61733,59691,57287,21090,19334,15874,7022,42.5,91.1,71.8,36.2,35.6,35901,41.4,39398,44.2
23464,ZCTA5 23464,28572,20325,8668,11657,15020,6111,3623,1858,1682,699,9145,5389,3313,1796,506,176,2399,5828,9447,2651,8247,4630,3651,979,3617,2658,959,89790,104628,94953,111172,118267,119781,73731,75290,4715,4673,4432,4426,4029,5561,6666,5987,4434,4890,4693,4913,4247,4023,3072,2329,1116,1084,9105,2773,16593,5682,31103,60353,58697,56250,15871,14276,11624,4529,37.6,96.6,59.9,24.7,35.2,37000,35.7,38290,39.4
30041,ZCTA5 30041,25521,20864,11482,9382,18258,10087,1569,851,1037,544,7898,4563,6021,1773,387,222,1937,6097,10321,2509,4657,2626,2390,236,2031,1591,440,141825,168008,183074,140701,177928,193635,81911,75160,3855,5531,6452,6276,3472,2659,2979,5512,6932,6153,6686,5139,3746,2719,2933,1874,1307,935,11983,4208,20046,5540,27830,58050,55114,52187,13514,11917,9768,4116,40.5,99,65.7,21.5,44.2,37397,40.7,37763,40.2
76244,ZCTA5 76244,24608,19228,11577,7651,15703,9445,2657,1699,868,433,5889,5460,4785,2145,576,373,1565,5494,9305,2864,5380,2534,2081,453,2846,2153,693,119542,127879,126821,130037,138985,136643,79518,75149,5135,6028,7403,6403,3678,3359,5740,5353,7327,5833,5677,3094,3321,2763,2283,1130,380,242,13431,4856,23422,5225,31860,55118,51727,49417,10119,9079,6798,1752,34.9,99.2,67.3,15.1,52.1,37419,34.8,37730,35
89031,ZCTA5 89031,23895,18324,7742,10582,12512,4924,4236,2325,1576,493,7072,4176,3431,2323,961,361,2024,6032,7068,3200,5571,2889,1856,1033,2682,1797,885,85801,89408,83415,92961,97227,102221,59496,75097,4335,5347,5882,4679,4183,5358,6087,5065,5655,5181,4977,4130,3957,4163,2803,1693,531,1071,11229,3264,18828,5598,31027,58493,56269,53946,14218,12751,10261,3295,36.6,90.7,63.2,22.3,40.9,35712,36.3,39385,36.8
